subscriber_id,msisdn,customer_type,segment,status,activation_date,deactivation_date,country,region,city
SUB_0002158,79288506704,B2C_postpaid,Mass,ACTIVE,2025-02-13,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002159,79683956193,B2C_postpaid,Youth,ACTIVE,2025-11-19,,Russia,Moscow,Moscow
SUB_0002160,79910208884,B2C_prepaid,Youth,ACTIVE,2026-06-07,,Russia,Krasnodar Krai,Krasnodar
SUB_0002161,79195439257,B2C_postpaid,Mass,SUSPENDED,2024-02-18,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002162,79159021066,B2B,Business,ACTIVE,2025-09-09,,Russia,Moscow,Moscow
SUB_0002163,79162288455,B2C_prepaid,Mass,ACTIVE,2026-01-31,,Russia,Moscow,Moscow
SUB_0002164,79172146930,B2C_postpaid,Mass,ACTIVE,2026-08-01,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002165,79320573250,B2C_postpaid,Premium,ACTIVE,2025-01-03,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002166,79554396629,B2C_postpaid,Mass,ACTIVE,2023-07-28,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002167,79601416023,B2C_postpaid,Mass,ACTIVE,2024-09-02,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002168,79210406192,B2C_postpaid,Mass,ACTIVE,2024-06-21,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002169,79297138210,B2C_postpaid,Mass,ACTIVE,2024-02-01,2024-11-30,Russia,Moscow,Moscow
SUB_0002170,79724707663,B2C_postpaid,Mass,ACTIVE,2023-07-12,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002171,79723893344,B2C_prepaid,Mass,ACTIVE,2023-08-27,2024-01-29,Russia,Krasnodar Krai,Krasnodar
SUB_0002172,79033415934,B2C_prepaid,Mass,ACTIVE,2023-09-28,,Russia,Moscow,Moscow
SUB_0002173,79178668663,B2C_prepaid,Mass,ACTIVE,2026-06-05,,Russia,Krasnodar Krai,Krasnodar
SUB_0002174,79780939027,B2C_prepaid,Mass,ACTIVE,2025-03-30,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002175,79062078825,B2C_postpaid,Premium,ACTIVE,2025-04-18,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002176,79481019048,B2C_prepaid,Mass,ACTIVE,2023-09-14,2024-10-22,Russia,Saint Petersburg,Saint Petersburg
SUB_0002177,79209664023,B2C_prepaid,Mass,ACTIVE,2024-12-13,2025-03-15,Russia,Krasnodar Krai,Krasnodar
SUB_0002178,79899213084,B2C_prepaid,Premium,ACTIVE,2024-03-08,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002179,79636901848,B2B,Youth,ACTIVE,2026-06-16,2026-12-10,Russia,Moscow,Moscow
SUB_0002180,79810092059,B2C_prepaid,Mass,ACTIVE,2025-05-23,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002181,79430722190,B2C_postpaid,Mass,ACTIVE,2025-04-05,2025-06-21,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002182,79629912667,B2C_postpaid,Premium,ACTIVE,2023-07-25,,Russia,Krasnodar Krai,Krasnodar
SUB_0002183,79556370572,B2C_prepaid,Mass,ACTIVE,2025-01-20,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002184,79222988446,B2C_postpaid,Mass,ACTIVE,2025-07-07,2026-03-09,Russia,Saint Petersburg,Saint Petersburg
SUB_0002185,79848097209,B2C_prepaid,Mass,ACTIVE,2026-09-15,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002186,79353790391,B2C_prepaid,Mass,ACTIVE,2025-09-07,,Russia,Moscow,Moscow
SUB_0002187,79766109058,B2C_postpaid,Mass,ACTIVE,2025-08-19,2026-06-24,Russia,Krasnodar Krai,Krasnodar
SUB_0002188,79576370198,B2C_postpaid,Mass,ACTIVE,2026-08-09,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002189,79034106853,B2C_prepaid,Premium,ACTIVE,2026-01-29,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002190,79747126242,B2C_prepaid,Premium,ACTIVE,2024-05-05,2024-11-10,Russia,Saint Petersburg,Saint Petersburg
SUB_0002191,79241646610,B2C_prepaid,Premium,ACTIVE,2025-05-06,,Russia,Moscow,Moscow
SUB_0002192,79864696361,B2C_postpaid,Mass,ACTIVE,2024-09-28,,Russia,Moscow,Moscow
SUB_0002193,79705031806,B2C_prepaid,Mass,ACTIVE,2025-08-02,,Russia,Moscow,Moscow
SUB_0002194,79459887811,B2C_prepaid,Youth,ACTIVE,2023-09-07,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002195,79849773582,B2C_postpaid,Mass,ACTIVE,2025-12-17,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002196,79191871300,B2B,Business,ACTIVE,2025-08-01,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002197,79837578516,B2B,Business,ACTIVE,2024-10-16,,Russia,Moscow,Moscow
SUB_0002198,79465333344,B2B,Business,SUSPENDED,2025-06-29,,Russia,Krasnodar Krai,Krasnodar
SUB_0002199,79951156857,B2C_prepaid,Mass,ACTIVE,2024-04-05,,Russia,Krasnodar Krai,Krasnodar
SUB_0002200,79551343494,B2C_prepaid,Mass,ACTIVE,2024-10-23,,Russia,Moscow,Moscow
SUB_0002201,79348086290,B2B,Mass,ACTIVE,2024-01-08,,Russia,Krasnodar Krai,Krasnodar
SUB_0002202,79254782046,B2B,Business,SUSPENDED,2026-03-21,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002203,79858829501,B2C_prepaid,Mass,ACTIVE,2025-03-03,2025-12-08,Russia,Krasnodar Krai,Krasnodar
SUB_0002204,79237379856,B2C_postpaid,Mass,ACTIVE,2025-12-20,,Russia,Moscow,Moscow
SUB_0002205,79418764890,B2C_postpaid,Mass,ACTIVE,2023-07-23,,Russia,Krasnodar Krai,Krasnodar
SUB_0002206,79778589233,B2B,Youth,ACTIVE,2026-07-08,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002207,79192969999,B2C_prepaid,Youth,ACTIVE,2025-01-25,2026-05-02,Russia,Saint Petersburg,Saint Petersburg
SUB_0002208,79343760908,B2C_prepaid,Premium,ACTIVE,2025-06-14,,Russia,Krasnodar Krai,Krasnodar
SUB_0002209,79458724329,B2C_postpaid,Mass,ACTIVE,2025-02-19,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002210,79452754142,B2C_postpaid,Premium,ACTIVE,2025-01-28,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002211,79095667051,B2C_postpaid,Premium,ACTIVE,2024-06-27,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002212,79156319488,B2C_prepaid,Premium,ACTIVE,2025-01-13,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002213,79881092871,B2C_prepaid,Mass,ACTIVE,2025-03-21,,Russia,Moscow,Moscow
SUB_0002214,79925276672,B2B,Mass,ACTIVE,2024-07-14,,Russia,Moscow,Moscow
SUB_0002215,79786276795,B2C_postpaid,Youth,ACTIVE,2025-04-25,,Russia,Moscow,Moscow
SUB_0002216,79259900638,B2C_prepaid,Premium,ACTIVE,2026-09-30,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002217,79642368425,B2C_prepaid,Premium,ACTIVE,2024-11-20,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002218,79051154484,B2C_prepaid,Youth,ACTIVE,2026-12-02,,Russia,Krasnodar Krai,Krasnodar
SUB_0002219,79181562484,B2C_prepaid,Premium,ACTIVE,2025-11-08,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002220,79036728569,B2C_postpaid,Mass,ACTIVE,2025-12-29,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002221,79348909976,B2B,Mass,ACTIVE,2025-01-28,2026-05-28,Russia,Krasnodar Krai,Krasnodar
SUB_0002222,79339229953,B2C_postpaid,Youth,ACTIVE,2025-09-07,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002223,79321790532,B2C_prepaid,Mass,ACTIVE,2026-02-17,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002224,79355075291,B2B,Premium,ACTIVE,2023-08-16,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002225,79146356798,B2C_postpaid,Mass,ACTIVE,2026-03-14,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002226,79247622195,B2C_prepaid,Mass,ACTIVE,2025-11-24,,Russia,Moscow,Moscow
SUB_0002227,79310304406,B2C_prepaid,Mass,ACTIVE,2023-08-13,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002228,79785194284,B2C_prepaid,Premium,ACTIVE,2026-12-28,,Russia,Krasnodar Krai,Krasnodar
SUB_0002229,79353616184,B2C_prepaid,Mass,BLOCKED,2026-07-15,,Russia,Krasnodar Krai,Krasnodar
SUB_0002230,79950018859,B2C_postpaid,Business,ACTIVE,2025-08-27,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002231,79598524868,B2C_prepaid,Mass,ACTIVE,2025-08-27,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002232,79570287841,B2B,Premium,ACTIVE,2023-11-30,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002233,79314618637,B2C_postpaid,Mass,ACTIVE,2026-08-17,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002234,79858801541,B2C_prepaid,Mass,ACTIVE,2025-08-24,,Russia,Moscow,Moscow
SUB_0002235,79478136738,B2C_postpaid,Mass,ACTIVE,2023-11-30,,Russia,Moscow,Moscow
SUB_0002236,79008410582,B2C_prepaid,Youth,BLOCKED,2024-07-03,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002237,79383022008,B2C_postpaid,Youth,ACTIVE,2025-12-24,,Russia,Moscow,Moscow
SUB_0002238,79677962194,B2C_prepaid,Mass,ACTIVE,2024-10-20,2025-02-10,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002239,79258608069,B2C_prepaid,Mass,ACTIVE,2026-08-03,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002240,79629423264,B2C_prepaid,Mass,ACTIVE,2023-12-22,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002241,79788087079,B2C_prepaid,Mass,ACTIVE,2024-11-08,,Russia,Moscow,Moscow
SUB_0002242,79998481477,B2C_prepaid,Youth,SUSPENDED,2026-04-08,,Russia,Krasnodar Krai,Krasnodar
SUB_0002243,79825833381,B2C_postpaid,Mass,ACTIVE,2025-08-31,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002244,79773215447,B2C_postpaid,Mass,ACTIVE,2025-08-22,2026-08-01,Russia,Moscow,Moscow
SUB_0002245,79683454739,B2C_prepaid,Premium,ACTIVE,2024-01-04,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002246,79977465030,B2C_prepaid,Mass,ACTIVE,2026-05-14,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002247,79894224552,B2B,Premium,ACTIVE,2025-08-21,,Russia,Moscow,Moscow
SUB_0002248,79059234627,B2C_prepaid,Premium,ACTIVE,2023-10-06,,Russia,Moscow,Moscow
SUB_0002249,79304068397,B2C_prepaid,Mass,ACTIVE,2026-02-24,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002250,79345447446,B2C_prepaid,Youth,ACTIVE,2026-08-07,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002251,79067119765,B2B,Mass,ACTIVE,2025-01-25,,Russia,Moscow,Moscow
SUB_0002252,79735224837,B2C_postpaid,Mass,ACTIVE,2024-06-26,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002253,79702005038,B2C_prepaid,Mass,ACTIVE,2024-06-09,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002254,79233381143,B2C_postpaid,Mass,ACTIVE,2026-09-15,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002255,79739139349,B2C_postpaid,Premium,ACTIVE,2025-01-16,,Russia,Krasnodar Krai,Krasnodar
SUB_0002256,79265988984,B2C_postpaid,Mass,SUSPENDED,2025-02-08,,Russia,Moscow,Moscow
SUB_0002257,79432299877,B2C_prepaid,Mass,ACTIVE,2025-11-28,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002258,79569402864,B2C_prepaid,Youth,ACTIVE,2026-12-02,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002259,79416514211,B2C_postpaid,Youth,ACTIVE,2023-10-11,,Russia,Moscow,Moscow
SUB_0002260,79349502401,B2C_prepaid,Mass,ACTIVE,2024-05-31,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002261,79693330114,B2C_prepaid,Mass,ACTIVE,2025-06-07,2026-02-07,Russia,Moscow,Moscow
SUB_0002262,79668600781,B2C_postpaid,Mass,ACTIVE,2026-04-04,,Russia,Moscow,Moscow
SUB_0002263,79335928146,B2C_prepaid,Premium,ACTIVE,2026-10-08,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002264,79251386304,B2C_prepaid,Mass,ACTIVE,2025-03-09,,Russia,Moscow,Moscow
SUB_0002265,79620658583,B2C_prepaid,Mass,ACTIVE,2025-11-22,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002266,79996573473,B2C_postpaid,Premium,BLOCKED,2025-02-21,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002267,79658726012,B2C_prepaid,Premium,ACTIVE,2026-05-27,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002268,79373671007,B2C_postpaid,Mass,SUSPENDED,2025-08-16,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002269,79410137692,B2C_prepaid,Mass,BLOCKED,2026-03-21,,Russia,Moscow,Moscow
SUB_0002270,79804075140,B2C_prepaid,Youth,ACTIVE,2025-09-19,2025-11-19,Russia,Krasnodar Krai,Krasnodar
SUB_0002271,79459160493,B2C_postpaid,Mass,ACTIVE,2026-04-28,,Russia,Krasnodar Krai,Krasnodar
SUB_0002272,79153835239,B2C_postpaid,Mass,ACTIVE,2026-11-04,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002273,79646015527,B2B,Youth,ACTIVE,2024-12-11,,Russia,Krasnodar Krai,Krasnodar
SUB_0002274,79089851475,B2C_prepaid,Premium,ACTIVE,2024-04-03,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002275,79650774096,B2C_postpaid,Mass,ACTIVE,2023-08-19,,Russia,Krasnodar Krai,Krasnodar
SUB_0002276,79259639214,B2C_postpaid,Premium,ACTIVE,2025-02-08,,Russia,Moscow,Moscow
SUB_0002277,79356272089,B2C_prepaid,Mass,ACTIVE,2024-04-07,,Russia,Krasnodar Krai,Krasnodar
SUB_0002278,79211912838,B2C_prepaid,Mass,ACTIVE,2025-03-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002279,79487344316,B2C_postpaid,Mass,ACTIVE,2025-06-02,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002280,79325446504,B2C_postpaid,Mass,ACTIVE,2025-01-06,2026-02-11,Russia,Moscow,Moscow
SUB_0002281,79715492452,B2C_prepaid,Mass,ACTIVE,2026-07-03,,Russia,Krasnodar Krai,Krasnodar
SUB_0002282,79384545890,B2C_prepaid,Mass,ACTIVE,2026-08-09,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002283,79037112360,B2C_prepaid,Youth,ACTIVE,2025-02-04,,Russia,Moscow,Moscow
SUB_0002284,79609001385,B2C_prepaid,Mass,ACTIVE,2024-11-21,2025-03-10,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002285,79174276806,B2C_postpaid,Mass,ACTIVE,2026-07-31,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002286,79711937380,B2C_postpaid,Mass,ACTIVE,2025-10-05,,Russia,Moscow,Moscow
SUB_0002287,79062639419,B2C_postpaid,Business,ACTIVE,2025-03-27,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002288,79969031448,B2B,Mass,ACTIVE,2026-05-07,,Russia,Krasnodar Krai,Krasnodar
SUB_0002289,79895735943,B2B,Business,ACTIVE,2023-11-20,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002290,79978128092,B2B,Mass,ACTIVE,2024-03-31,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002291,79272795365,B2C_postpaid,Business,ACTIVE,2025-01-29,,Russia,Moscow,Moscow
SUB_0002292,79891677947,B2C_postpaid,Premium,ACTIVE,2025-02-25,2026-06-07,Russia,Moscow,Moscow
SUB_0002293,79860055215,B2C_prepaid,Mass,ACTIVE,2024-12-13,2025-04-17,Russia,Krasnodar Krai,Krasnodar
SUB_0002294,79594798150,B2C_prepaid,Mass,ACTIVE,2026-09-06,,Russia,Krasnodar Krai,Krasnodar
SUB_0002295,79633969222,B2C_postpaid,Mass,ACTIVE,2026-05-18,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002296,79756234762,B2C_prepaid,Mass,ACTIVE,2024-03-09,2024-07-30,Russia,Moscow,Moscow
SUB_0002297,79131953245,B2C_postpaid,Mass,ACTIVE,2026-01-19,2026-04-18,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002298,79697693241,B2C_postpaid,Mass,ACTIVE,2024-08-18,2025-04-06,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002299,79760705976,B2B,Mass,ACTIVE,2025-05-04,2026-06-01,Russia,Saint Petersburg,Saint Petersburg
SUB_0002300,79151532885,B2C_postpaid,Mass,ACTIVE,2026-09-07,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002301,79049165194,B2C_postpaid,Premium,BLOCKED,2024-01-19,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002302,79294927224,B2C_postpaid,Premium,ACTIVE,2025-11-13,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002303,79010004467,B2C_postpaid,Mass,ACTIVE,2026-02-05,2026-04-08,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002304,79928064073,B2C_prepaid,Mass,ACTIVE,2026-11-06,,Russia,Krasnodar Krai,Krasnodar
SUB_0002305,79967946771,B2C_postpaid,Premium,ACTIVE,2024-08-02,2025-10-18,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002306,79724803673,B2C_prepaid,Youth,ACTIVE,2024-02-21,,Russia,Krasnodar Krai,Krasnodar
SUB_0002307,79369761222,B2C_postpaid,Business,ACTIVE,2024-04-14,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002308,79496436068,B2C_prepaid,Mass,SUSPENDED,2023-09-01,,Russia,Moscow,Moscow
SUB_0002309,79945283496,B2C_postpaid,Premium,ACTIVE,2023-07-20,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002310,79297016333,B2C_postpaid,Mass,ACTIVE,2025-09-16,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002311,79549000567,B2C_prepaid,Premium,ACTIVE,2026-12-05,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002312,79768889388,B2C_postpaid,Mass,ACTIVE,2024-08-21,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002313,79045681298,B2C_prepaid,Mass,ACTIVE,2024-02-14,,Russia,Moscow,Moscow
SUB_0002314,79304805216,B2C_postpaid,Mass,ACTIVE,2026-11-28,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002315,79940930468,B2C_prepaid,Premium,ACTIVE,2026-05-13,,Russia,Krasnodar Krai,Krasnodar
SUB_0002316,79348591746,B2B,Business,ACTIVE,2025-11-29,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002317,79160707034,B2B,Mass,ACTIVE,2024-08-02,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002318,79160347925,B2C_prepaid,Premium,ACTIVE,2025-10-08,,Russia,Krasnodar Krai,Krasnodar
SUB_0002319,79443561821,B2C_prepaid,Premium,ACTIVE,2026-07-08,2026-12-29,Russia,Moscow,Moscow
SUB_0002320,79502880953,B2C_prepaid,Youth,ACTIVE,2025-06-10,,Russia,Krasnodar Krai,Krasnodar
SUB_0002321,79622158979,B2C_postpaid,Youth,ACTIVE,2026-06-30,,Russia,Moscow,Moscow
SUB_0002322,79049092846,B2C_prepaid,Premium,ACTIVE,2026-02-10,,Russia,Krasnodar Krai,Krasnodar
SUB_0002323,79084507731,B2B,Business,ACTIVE,2026-03-09,,Russia,Krasnodar Krai,Krasnodar
SUB_0002324,79190000780,B2C_postpaid,Mass,ACTIVE,2024-05-07,,Russia,Krasnodar Krai,Krasnodar
SUB_0002325,79429658891,B2C_postpaid,Mass,ACTIVE,2023-07-21,2024-12-02,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002326,79989476455,B2C_prepaid,Premium,ACTIVE,2024-10-23,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002327,79627050163,B2C_prepaid,Mass,ACTIVE,2025-07-29,,Russia,Moscow,Moscow
SUB_0002328,79733919407,B2C_prepaid,Youth,ACTIVE,2024-06-06,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002329,79260237783,B2C_postpaid,Mass,ACTIVE,2024-09-29,,Russia,Moscow,Moscow
SUB_0002330,79833593562,B2C_postpaid,Mass,ACTIVE,2025-08-15,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002331,79587047635,B2C_prepaid,Mass,ACTIVE,2023-11-01,,Russia,Krasnodar Krai,Krasnodar
SUB_0002332,79112704480,B2C_postpaid,Mass,ACTIVE,2026-01-06,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002333,79889497856,B2C_postpaid,Mass,ACTIVE,2025-12-17,,Russia,Krasnodar Krai,Krasnodar
SUB_0002334,79089355570,B2C_prepaid,Mass,ACTIVE,2024-09-29,,Russia,Krasnodar Krai,Krasnodar
SUB_0002335,79363167383,B2C_prepaid,Mass,ACTIVE,2024-06-11,2025-05-14,Russia,Saint Petersburg,Saint Petersburg
SUB_0002336,79867157154,B2C_postpaid,Mass,ACTIVE,2025-12-02,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002337,79038176015,B2B,Business,ACTIVE,2024-07-14,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002338,79104103397,B2C_prepaid,Premium,ACTIVE,2026-10-03,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002339,79355570955,B2B,Premium,ACTIVE,2026-06-10,,Russia,Moscow,Moscow
SUB_0002340,79519707406,B2B,Business,ACTIVE,2025-01-08,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002341,79818744487,B2B,Mass,ACTIVE,2023-12-03,,Russia,Krasnodar Krai,Krasnodar
SUB_0002342,79286054937,B2C_postpaid,Mass,ACTIVE,2026-08-11,,Russia,Moscow,Moscow
SUB_0002343,79844576219,B2C_postpaid,Mass,ACTIVE,2023-07-16,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002344,79054737843,B2C_prepaid,Mass,ACTIVE,2025-04-11,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002345,79023148081,B2C_prepaid,Mass,SUSPENDED,2023-08-08,,Russia,Moscow,Moscow
SUB_0002346,79870361502,B2C_prepaid,Mass,ACTIVE,2026-09-01,,Russia,Krasnodar Krai,Krasnodar
SUB_0002347,79309260780,B2C_prepaid,Mass,ACTIVE,2023-09-13,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002348,79790786832,B2C_prepaid,Mass,SUSPENDED,2024-07-18,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002349,79853128307,B2C_prepaid,Mass,ACTIVE,2023-08-30,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002350,79859720362,B2C_postpaid,Mass,ACTIVE,2024-11-01,,Russia,Moscow,Moscow
SUB_0002351,79299322135,B2C_prepaid,Youth,ACTIVE,2024-01-25,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002352,79035623972,B2C_postpaid,Mass,BLOCKED,2025-07-08,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002353,79210165110,B2B,Business,ACTIVE,2026-11-18,,Russia,Moscow,Moscow
SUB_0002354,79709195184,B2C_postpaid,Youth,ACTIVE,2024-01-09,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002355,79962164488,B2C_postpaid,Mass,ACTIVE,2024-06-02,2025-10-29,Russia,Moscow,Moscow
SUB_0002356,79990027323,B2C_prepaid,Mass,ACTIVE,2026-02-15,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002357,79025399068,B2B,Business,ACTIVE,2026-02-18,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002358,79286526070,B2C_prepaid,Mass,ACTIVE,2026-06-03,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002359,79110247011,B2B,Mass,ACTIVE,2023-12-12,,Russia,Moscow,Moscow
SUB_0002360,79959394203,B2B,Business,ACTIVE,2026-07-30,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002361,79628769097,B2B,Business,ACTIVE,2025-06-24,,Russia,Moscow,Moscow
SUB_0002362,79792249425,B2C_prepaid,Mass,ACTIVE,2026-08-10,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002363,79088378553,B2C_postpaid,Premium,ACTIVE,2024-06-14,,Russia,Moscow,Moscow
SUB_0002364,79338258330,B2B,Mass,ACTIVE,2026-07-14,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002365,79985803526,B2B,Business,ACTIVE,2024-08-02,2025-05-10,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002366,79758292144,B2C_postpaid,Premium,ACTIVE,2023-11-11,,Russia,Moscow,Moscow
SUB_0002367,79885034973,B2C_prepaid,Youth,ACTIVE,2024-02-24,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002368,79453166734,B2C_postpaid,Youth,ACTIVE,2024-05-30,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002369,79729940660,B2C_prepaid,Youth,ACTIVE,2025-04-18,,Russia,Moscow,Moscow
SUB_0002370,79218362974,B2C_postpaid,Premium,ACTIVE,2025-11-30,2026-07-29,Russia,Moscow,Moscow
SUB_0002371,79061274722,B2C_prepaid,Mass,ACTIVE,2024-12-20,,Russia,Moscow,Moscow
SUB_0002372,79678711194,B2C_prepaid,Premium,ACTIVE,2024-12-04,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002373,79329974399,B2C_prepaid,Mass,ACTIVE,2026-06-28,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002374,79470856211,B2C_prepaid,Mass,ACTIVE,2024-01-30,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002375,79987206091,B2C_prepaid,Mass,ACTIVE,2026-08-12,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002376,79260952880,B2C_postpaid,Mass,ACTIVE,2024-07-24,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002377,79270360857,B2C_prepaid,Mass,ACTIVE,2025-02-06,,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002378,79164822768,B2C_prepaid,Mass,ACTIVE,2026-08-17,2026-11-23,Russia,Novosibirsk Oblast,Novosibirsk
SUB_0002379,79616501244,B2C_prepaid,Youth,ACTIVE,2026-02-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002380,79539446250,B2C_prepaid,Youth,ACTIVE,2026-03-11,,Russia,Saint Petersburg,Saint Petersburg
SUB_0002381,79665959978,B2B,Business,ACTIVE,2026-05-24,,Russia,Sverdlovsk Oblast,Yekaterinburg
SUB_0002382,79384519701,B2C_postpaid,Mass,ACTIVE,2023-12-23,,Russia,Saint Petersburg,Saint Petersburg
